rest_key,rest_coop,reporting_day,daypart_name,daypart_description,daypart_sales,daypart_transaction_qty,Weekday
1364,SEA/TCA WA CP-0024,2011-01-26,EVENING,9PM - Close,227.32,42,Wednesday
1364,SEA/TCA WA CP-0024,2011-01-26,LATE NIGHT,11PM - 5AM,0.0,0,Wednesday
1364,SEA/TCA WA CP-0024,2011-01-26,LUNCH,11AM -  2PM,893.14,168,Wednesday
1364,SEA/TCA WA CP-0024,2011-01-26,MORNING,Open - 11AM,882.82,229,Wednesday
1364,SEA/TCA WA CP-0024,2011-01-26,REGULAR MENU,10:30AM (11AM weekend) - Close,3068.7,551,Wednesday
1364,SEA/TCA WA CP-0024,2011-01-26,TOTAL DAY,All hours,3906.54,773,Wednesday
1364,SEA/TCA WA CP-0024,2011-01-27,AFTER 4PM,4PM - Close,1888.17,294,Thursday
1364,SEA/TCA WA CP-0024,2011-01-27,AFTERNOON,2PM - 4PM,488.05,109,Thursday
1364,SEA/TCA WA CP-0024,2011-01-27,BREAKFAST,Open - 10:30AM (11AM weekend),896.09,200,Thursday
1364,SEA/TCA WA CP-0024,2011-01-27,DINNER,4PM - 9PM,1570.14,241,Thursday
1364,SEA/TCA WA CP-0024,2011-01-27,EVENING,9PM - Close,318.03,53,Thursday
1364,SEA/TCA WA CP-0024,2011-01-27,LATE NIGHT,11PM - 5AM,0.0,0,Thursday
1364,SEA/TCA WA CP-0024,2011-01-27,LUNCH,11AM -  2PM,970.09,200,Thursday
1364,SEA/TCA WA CP-0024,2011-01-27,MORNING,Open - 11AM,987.85,220,Thursday
1364,SEA/TCA WA CP-0024,2011-01-27,REGULAR MENU,10:30AM (11AM weekend) - Close,3438.07,623,Thursday
1364,SEA/TCA WA CP-0024,2011-01-27,TOTAL DAY,All hours,4334.16,823,Thursday
1364,SEA/TCA WA CP-0024,2011-01-28,AFTER 4PM,4PM - Close,1972.98,307,Friday
1364,SEA/TCA WA CP-0024,2011-01-28,AFTERNOON,2PM - 4PM,547.82,99,Friday
1364,SEA/TCA WA CP-0024,2011-01-28,BREAKFAST,Open - 10:30AM (11AM weekend),1076.66,211,Friday
1364,SEA/TCA WA CP-0024,2011-01-28,DINNER,4PM - 9PM,1444.54,233,Friday
1364,SEA/TCA WA CP-0024,2011-01-28,EVENING,9PM - Close,528.44,74,Friday
1364,SEA/TCA WA CP-0024,2011-01-28,LATE NIGHT,11PM - 5AM,116.67,19,Friday
1364,SEA/TCA WA CP-0024,2011-01-28,LUNCH,11AM -  2PM,1310.25,208,Friday
1364,SEA/TCA WA CP-0024,2011-01-28,MORNING,Open - 11AM,1169.44,223,Friday
1364,SEA/TCA WA CP-0024,2011-01-28,REGULAR MENU,10:30AM (11AM weekend) - Close,3923.83,626,Friday
1364,SEA/TCA WA CP-0024,2011-01-28,TOTAL DAY,All hours,5000.49,837,Friday
1364,SEA/TCA WA CP-0024,2011-01-29,AFTER 4PM,4PM - Close,1625.29,271,Saturday
1364,SEA/TCA WA CP-0024,2011-01-29,AFTERNOON,2PM - 4PM,675.65,111,Saturday
1364,SEA/TCA WA CP-0024,2011-01-29,BREAKFAST,Open - 10:30AM (11AM weekend),1341.87,240,Saturday
1364,SEA/TCA WA CP-0024,2011-01-29,DINNER,4PM - 9PM,1197.31,192,Saturday
1364,SEA/TCA WA CP-0024,2011-01-29,EVENING,9PM - Close,427.98,79,Saturday
1364,SEA/TCA WA CP-0024,2011-01-29,LATE NIGHT,11PM - 5AM,112.74,17,Saturday
1364,SEA/TCA WA CP-0024,2011-01-29,LUNCH,11AM -  2PM,1266.83,188,Saturday
1364,SEA/TCA WA CP-0024,2011-01-29,MORNING,Open - 11AM,1341.87,240,Saturday
1364,SEA/TCA WA CP-0024,2011-01-29,REGULAR MENU,10:30AM (11AM weekend) - Close,3567.77,570,Saturday
1364,SEA/TCA WA CP-0024,2011-01-29,TOTAL DAY,All hours,4909.64,810,Saturday
1364,SEA/TCA WA CP-0024,2011-01-30,AFTER 4PM,4PM - Close,1363.83,214,Sunday
1364,SEA/TCA WA CP-0024,2011-01-30,AFTERNOON,2PM - 4PM,483.01,81,Sunday
1364,SEA/TCA WA CP-0024,2011-01-30,BREAKFAST,Open - 10:30AM (11AM weekend),932.04,167,Sunday
1364,SEA/TCA WA CP-0024,2011-01-30,DINNER,4PM - 9PM,1184.41,180,Sunday
1364,SEA/TCA WA CP-0024,2011-01-30,EVENING,9PM - Close,179.42,34,Sunday
1364,SEA/TCA WA CP-0024,2011-01-30,LATE NIGHT,11PM - 5AM,0.0,0,Sunday
1364,SEA/TCA WA CP-0024,2011-01-30,LUNCH,11AM -  2PM,1051.98,163,Sunday
1364,SEA/TCA WA CP-0024,2011-01-30,MORNING,Open - 11AM,932.04,167,Sunday
1364,SEA/TCA WA CP-0024,2011-01-30,REGULAR MENU,10:30AM (11AM weekend) - Close,2898.82,458,Sunday
1364,SEA/TCA WA CP-0024,2011-01-30,TOTAL DAY,All hours,3830.86,625,Sunday
1364,SEA/TCA WA CP-0024,2011-01-31,AFTER 4PM,4PM - Close,1372.74,244,Monday
1364,SEA/TCA WA CP-0024,2011-01-31,AFTERNOON,2PM - 4PM,579.19,121,Monday
1364,SEA/TCA WA CP-0024,2011-01-31,BREAKFAST,Open - 10:30AM (11AM weekend),849.08,197,Monday
1364,SEA/TCA WA CP-0024,2011-01-31,DINNER,4PM - 9PM,1189.29,210,Monday
1364,SEA/TCA WA CP-0024,2011-01-31,EVENING,9PM - Close,183.45,34,Monday
1364,SEA/TCA WA CP-0024,2011-01-31,LATE NIGHT,11PM - 5AM,6.76,1,Monday
1364,SEA/TCA WA CP-0024,2011-01-31,LUNCH,11AM -  2PM,777.23,160,Monday
1364,SEA/TCA WA CP-0024,2011-01-31,MORNING,Open - 11AM,923.07,208,Monday
1364,SEA/TCA WA CP-0024,2011-01-31,REGULAR MENU,10:30AM (11AM weekend) - Close,2803.15,536,Monday
1364,SEA/TCA WA CP-0024,2011-01-31,TOTAL DAY,All hours,3652.23,733,Monday
5357,SEA/TCA WA CP-0024,2011-01-01,AFTER 4PM,4PM - Close,718.7,107,Saturday
5357,SEA/TCA WA CP-0024,2011-01-01,AFTERNOON,2PM - 4PM,411.4,47,Saturday
5357,SEA/TCA WA CP-0024,2011-01-01,BREAKFAST,Open - 10:30AM (11AM weekend),227.51,39,Saturday
5357,SEA/TCA WA CP-0024,2011-01-01,DINNER,4PM - 9PM,620.17,91,Saturday
5357,SEA/TCA WA CP-0024,2011-01-01,EVENING,9PM - Close,98.53,16,Saturday
5357,SEA/TCA WA CP-0024,2011-01-01,LATE NIGHT,11PM - 5AM,0.0,0,Saturday
5357,SEA/TCA WA CP-0024,2011-01-01,LUNCH,11AM -  2PM,495.62,83,Saturday
5357,SEA/TCA WA CP-0024,2011-01-01,MORNING,Open - 11AM,227.51,39,Saturday
5357,SEA/TCA WA CP-0024,2011-01-01,REGULAR MENU,10:30AM (11AM weekend) - Close,1625.72,237,Saturday
5357,SEA/TCA WA CP-0024,2011-01-01,TOTAL DAY,All hours,1853.23,276,Saturday
5357,SEA/TCA WA CP-0024,2011-01-02,AFTER 4PM,4PM - Close,1160.33,163,Sunday
5357,SEA/TCA WA CP-0024,2011-01-02,AFTERNOON,2PM - 4PM,649.32,91,Sunday
5357,SEA/TCA WA CP-0024,2011-01-02,BREAKFAST,Open - 10:30AM (11AM weekend),690.5,118,Sunday
5357,SEA/TCA WA CP-0024,2011-01-02,DINNER,4PM - 9PM,719.99,102,Sunday
5357,SEA/TCA WA CP-0024,2011-01-02,EVENING,9PM - Close,440.34,61,Sunday
5357,SEA/TCA WA CP-0024,2011-01-02,LATE NIGHT,11PM - 5AM,0.0,0,Sunday
5357,SEA/TCA WA CP-0024,2011-01-02,LUNCH,11AM -  2PM,658.24,103,Sunday
5357,SEA/TCA WA CP-0024,2011-01-02,MORNING,Open - 11AM,690.5,118,Sunday
5357,SEA/TCA WA CP-0024,2011-01-02,REGULAR MENU,10:30AM (11AM weekend) - Close,2467.89,357,Sunday
5357,SEA/TCA WA CP-0024,2011-01-02,TOTAL DAY,All hours,3158.39,475,Sunday
5357,SEA/TCA WA CP-0024,2011-01-03,AFTER 4PM,4PM - Close,862.49,162,Monday
5357,SEA/TCA WA CP-0024,2011-01-03,AFTERNOON,2PM - 4PM,659.53,118,Monday
5357,SEA/TCA WA CP-0024,2011-01-03,BREAKFAST,Open - 10:30AM (11AM weekend),1211.01,304,Monday
5357,SEA/TCA WA CP-0024,2011-01-03,DINNER,4PM - 9PM,760.81,141,Monday
5357,SEA/TCA WA CP-0024,2011-01-03,EVENING,9PM - Close,101.68,21,Monday
5357,SEA/TCA WA CP-0024,2011-01-03,LATE NIGHT,11PM - 5AM,0.0,0,Monday
5357,SEA/TCA WA CP-0024,2011-01-03,LUNCH,11AM -  2PM,1893.54,322,Monday
5357,SEA/TCA WA CP-0024,2011-01-03,MORNING,Open - 11AM,1344.36,329,Monday
5357,SEA/TCA WA CP-0024,2011-01-03,REGULAR MENU,10:30AM (11AM weekend) - Close,3548.91,627,Monday
5357,SEA/TCA WA CP-0024,2011-01-03,TOTAL DAY,All hours,4759.92,931,Monday
5357,SEA/TCA WA CP-0024,2011-01-04,AFTER 4PM,4PM - Close,1055.0,186,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-04,AFTERNOON,2PM - 4PM,665.84,128,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-04,BREAKFAST,Open - 10:30AM (11AM weekend),1355.3,319,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-04,DINNER,4PM - 9PM,880.07,155,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-04,EVENING,9PM - Close,174.93,31,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-04,LATE NIGHT,11PM - 5AM,8.95,1,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-04,LUNCH,11AM -  2PM,1674.43,312,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-04,MORNING,Open - 11AM,1529.06,356,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-04,REGULAR MENU,10:30AM (11AM weekend) - Close,3569.03,663,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-04,TOTAL DAY,All hours,4924.33,982,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-05,AFTER 4PM,4PM - Close,1220.43,209,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-05,AFTERNOON,2PM - 4PM,496.32,103,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-05,BREAKFAST,Open - 10:30AM (11AM weekend),1348.5,320,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-05,DINNER,4PM - 9PM,1018.04,177,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-05,EVENING,9PM - Close,202.39,32,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-05,LATE NIGHT,11PM - 5AM,0.0,0,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-05,LUNCH,11AM -  2PM,1869.43,334,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-05,MORNING,Open - 11AM,1512.33,353,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-05,REGULAR MENU,10:30AM (11AM weekend) - Close,3750.01,679,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-05,TOTAL DAY,All hours,5098.51,999,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-06,AFTER 4PM,4PM - Close,1172.75,220,Thursday
5357,SEA/TCA WA CP-0024,2011-01-06,AFTERNOON,2PM - 4PM,497.26,107,Thursday
5357,SEA/TCA WA CP-0024,2011-01-06,BREAKFAST,Open - 10:30AM (11AM weekend),1477.78,333,Thursday
5357,SEA/TCA WA CP-0024,2011-01-06,DINNER,4PM - 9PM,925.94,172,Thursday
5357,SEA/TCA WA CP-0024,2011-01-06,EVENING,9PM - Close,246.81,48,Thursday
5357,SEA/TCA WA CP-0024,2011-01-06,LATE NIGHT,11PM - 5AM,0.0,0,Thursday
5357,SEA/TCA WA CP-0024,2011-01-06,LUNCH,11AM -  2PM,1972.52,354,Thursday
5357,SEA/TCA WA CP-0024,2011-01-06,MORNING,Open - 11AM,1635.47,368,Thursday
5357,SEA/TCA WA CP-0024,2011-01-06,REGULAR MENU,10:30AM (11AM weekend) - Close,3800.22,716,Thursday
5357,SEA/TCA WA CP-0024,2011-01-06,TOTAL DAY,All hours,5278.0,1049,Thursday
5357,SEA/TCA WA CP-0024,2011-01-07,AFTER 4PM,4PM - Close,1283.67,201,Friday
5357,SEA/TCA WA CP-0024,2011-01-07,AFTERNOON,2PM - 4PM,550.71,117,Friday
5357,SEA/TCA WA CP-0024,2011-01-07,BREAKFAST,Open - 10:30AM (11AM weekend),1542.86,360,Friday
5357,SEA/TCA WA CP-0024,2011-01-07,DINNER,4PM - 9PM,954.22,156,Friday
5357,SEA/TCA WA CP-0024,2011-01-07,EVENING,9PM - Close,329.45,45,Friday
5357,SEA/TCA WA CP-0024,2011-01-07,LATE NIGHT,11PM - 5AM,0.0,0,Friday
5357,SEA/TCA WA CP-0024,2011-01-07,LUNCH,11AM -  2PM,2038.39,340,Friday
5357,SEA/TCA WA CP-0024,2011-01-07,MORNING,Open - 11AM,1718.2,397,Friday
5357,SEA/TCA WA CP-0024,2011-01-07,REGULAR MENU,10:30AM (11AM weekend) - Close,4048.11,695,Friday
5357,SEA/TCA WA CP-0024,2011-01-07,TOTAL DAY,All hours,5590.97,1055,Friday
5357,SEA/TCA WA CP-0024,2011-01-08,AFTER 4PM,4PM - Close,1058.7,176,Saturday
5357,SEA/TCA WA CP-0024,2011-01-08,AFTERNOON,2PM - 4PM,451.74,82,Saturday
5357,SEA/TCA WA CP-0024,2011-01-08,BREAKFAST,Open - 10:30AM (11AM weekend),1442.38,282,Saturday
5357,SEA/TCA WA CP-0024,2011-01-08,DINNER,4PM - 9PM,922.4,153,Saturday
5357,SEA/TCA WA CP-0024,2011-01-08,EVENING,9PM - Close,136.3,23,Saturday
5357,SEA/TCA WA CP-0024,2011-01-08,LATE NIGHT,11PM - 5AM,0.0,0,Saturday
5357,SEA/TCA WA CP-0024,2011-01-08,LUNCH,11AM -  2PM,1087.7,165,Saturday
5357,SEA/TCA WA CP-0024,2011-01-08,MORNING,Open - 11AM,1442.38,282,Saturday
5357,SEA/TCA WA CP-0024,2011-01-08,REGULAR MENU,10:30AM (11AM weekend) - Close,2598.14,423,Saturday
5357,SEA/TCA WA CP-0024,2011-01-08,TOTAL DAY,All hours,4040.52,705,Saturday
5357,SEA/TCA WA CP-0024,2011-01-09,AFTER 4PM,4PM - Close,662.02,109,Sunday
5357,SEA/TCA WA CP-0024,2011-01-09,AFTERNOON,2PM - 4PM,329.46,71,Sunday
5357,SEA/TCA WA CP-0024,2011-01-09,BREAKFAST,Open - 10:30AM (11AM weekend),707.75,128,Sunday
5357,SEA/TCA WA CP-0024,2011-01-09,DINNER,4PM - 9PM,568.83,90,Sunday
5357,SEA/TCA WA CP-0024,2011-01-09,EVENING,9PM - Close,93.19,19,Sunday
5357,SEA/TCA WA CP-0024,2011-01-09,LATE NIGHT,11PM - 5AM,0.0,0,Sunday
5357,SEA/TCA WA CP-0024,2011-01-09,LUNCH,11AM -  2PM,865.32,143,Sunday
5357,SEA/TCA WA CP-0024,2011-01-09,MORNING,Open - 11AM,707.75,128,Sunday
5357,SEA/TCA WA CP-0024,2011-01-09,REGULAR MENU,10:30AM (11AM weekend) - Close,1856.8,323,Sunday
5357,SEA/TCA WA CP-0024,2011-01-09,TOTAL DAY,All hours,2564.55,451,Sunday
5357,SEA/TCA WA CP-0024,2011-01-10,AFTER 4PM,4PM - Close,980.2,196,Monday
5357,SEA/TCA WA CP-0024,2011-01-10,AFTERNOON,2PM - 4PM,490.3,92,Monday
5357,SEA/TCA WA CP-0024,2011-01-10,BREAKFAST,Open - 10:30AM (11AM weekend),1292.94,312,Monday
5357,SEA/TCA WA CP-0024,2011-01-10,DINNER,4PM - 9PM,791.12,155,Monday
5357,SEA/TCA WA CP-0024,2011-01-10,EVENING,9PM - Close,189.08,41,Monday
5357,SEA/TCA WA CP-0024,2011-01-10,LATE NIGHT,11PM - 5AM,0.0,0,Monday
5357,SEA/TCA WA CP-0024,2011-01-10,LUNCH,11AM -  2PM,1804.18,344,Monday
5357,SEA/TCA WA CP-0024,2011-01-10,MORNING,Open - 11AM,1413.92,339,Monday
5357,SEA/TCA WA CP-0024,2011-01-10,REGULAR MENU,10:30AM (11AM weekend) - Close,3395.66,659,Monday
5357,SEA/TCA WA CP-0024,2011-01-10,TOTAL DAY,All hours,4688.6,971,Monday
5357,SEA/TCA WA CP-0024,2011-01-11,AFTER 4PM,4PM - Close,1001.63,177,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-11,AFTERNOON,2PM - 4PM,738.83,141,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-11,BREAKFAST,Open - 10:30AM (11AM weekend),1406.5,338,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-11,DINNER,4PM - 9PM,893.37,159,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-11,EVENING,9PM - Close,108.26,18,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-11,LATE NIGHT,11PM - 5AM,0.0,0,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-11,LUNCH,11AM -  2PM,1697.55,325,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-11,MORNING,Open - 11AM,1652.72,388,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-11,REGULAR MENU,10:30AM (11AM weekend) - Close,3684.23,693,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-11,TOTAL DAY,All hours,5090.73,1031,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-12,AFTER 4PM,4PM - Close,1054.96,190,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-12,AFTERNOON,2PM - 4PM,495.91,93,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-12,BREAKFAST,Open - 10:30AM (11AM weekend),1569.66,345,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-12,DINNER,4PM - 9PM,873.39,156,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-12,EVENING,9PM - Close,181.57,34,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-12,LATE NIGHT,11PM - 5AM,12.78,1,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-12,LUNCH,11AM -  2PM,1853.74,322,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-12,MORNING,Open - 11AM,1659.28,370,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-12,REGULAR MENU,10:30AM (11AM weekend) - Close,3494.23,630,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-12,TOTAL DAY,All hours,5063.89,975,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-13,AFTER 4PM,4PM - Close,1404.76,239,Thursday
5357,SEA/TCA WA CP-0024,2011-01-13,AFTERNOON,2PM - 4PM,500.26,115,Thursday
5357,SEA/TCA WA CP-0024,2011-01-13,BREAKFAST,Open - 10:30AM (11AM weekend),1417.3,334,Thursday
5357,SEA/TCA WA CP-0024,2011-01-13,DINNER,4PM - 9PM,1059.0,183,Thursday
5357,SEA/TCA WA CP-0024,2011-01-13,EVENING,9PM - Close,345.76,56,Thursday
5357,SEA/TCA WA CP-0024,2011-01-13,LATE NIGHT,11PM - 5AM,1.0,1,Thursday
5357,SEA/TCA WA CP-0024,2011-01-13,LUNCH,11AM -  2PM,1907.84,338,Thursday
5357,SEA/TCA WA CP-0024,2011-01-13,MORNING,Open - 11AM,1560.95,363,Thursday
5357,SEA/TCA WA CP-0024,2011-01-13,REGULAR MENU,10:30AM (11AM weekend) - Close,3956.51,721,Thursday
5357,SEA/TCA WA CP-0024,2011-01-13,TOTAL DAY,All hours,5373.81,1055,Thursday
5357,SEA/TCA WA CP-0024,2011-01-14,AFTER 4PM,4PM - Close,1289.86,212,Friday
5357,SEA/TCA WA CP-0024,2011-01-14,AFTERNOON,2PM - 4PM,572.84,124,Friday
5357,SEA/TCA WA CP-0024,2011-01-14,BREAKFAST,Open - 10:30AM (11AM weekend),1636.49,367,Friday
5357,SEA/TCA WA CP-0024,2011-01-14,DINNER,4PM - 9PM,1041.61,170,Friday
5357,SEA/TCA WA CP-0024,2011-01-14,EVENING,9PM - Close,248.25,42,Friday
5357,SEA/TCA WA CP-0024,2011-01-14,LATE NIGHT,11PM - 5AM,17.48,3,Friday
5357,SEA/TCA WA CP-0024,2011-01-14,LUNCH,11AM -  2PM,2024.14,364,Friday
5357,SEA/TCA WA CP-0024,2011-01-14,MORNING,Open - 11AM,1802.85,397,Friday
5357,SEA/TCA WA CP-0024,2011-01-14,REGULAR MENU,10:30AM (11AM weekend) - Close,4053.2,730,Friday
5357,SEA/TCA WA CP-0024,2011-01-14,TOTAL DAY,All hours,5689.69,1097,Friday
5357,SEA/TCA WA CP-0024,2011-01-15,AFTER 4PM,4PM - Close,972.96,160,Saturday
5357,SEA/TCA WA CP-0024,2011-01-15,AFTERNOON,2PM - 4PM,517.63,88,Saturday
5357,SEA/TCA WA CP-0024,2011-01-15,BREAKFAST,Open - 10:30AM (11AM weekend),1180.13,233,Saturday
5357,SEA/TCA WA CP-0024,2011-01-15,DINNER,4PM - 9PM,751.21,116,Saturday
5357,SEA/TCA WA CP-0024,2011-01-15,EVENING,9PM - Close,221.75,44,Saturday
5357,SEA/TCA WA CP-0024,2011-01-15,LATE NIGHT,11PM - 5AM,1.09,1,Saturday
5357,SEA/TCA WA CP-0024,2011-01-15,LUNCH,11AM -  2PM,1059.23,168,Saturday
5357,SEA/TCA WA CP-0024,2011-01-15,MORNING,Open - 11AM,1180.13,233,Saturday
5357,SEA/TCA WA CP-0024,2011-01-15,REGULAR MENU,10:30AM (11AM weekend) - Close,2549.82,416,Saturday
5357,SEA/TCA WA CP-0024,2011-01-15,TOTAL DAY,All hours,3729.95,649,Saturday
5357,SEA/TCA WA CP-0024,2011-01-16,AFTER 4PM,4PM - Close,827.95,127,Sunday
5357,SEA/TCA WA CP-0024,2011-01-16,AFTERNOON,2PM - 4PM,373.95,64,Sunday
5357,SEA/TCA WA CP-0024,2011-01-16,BREAKFAST,Open - 10:30AM (11AM weekend),697.35,128,Sunday
5357,SEA/TCA WA CP-0024,2011-01-16,DINNER,4PM - 9PM,749.42,110,Sunday
5357,SEA/TCA WA CP-0024,2011-01-16,EVENING,9PM - Close,78.53,17,Sunday
5357,SEA/TCA WA CP-0024,2011-01-16,LATE NIGHT,11PM - 5AM,0.0,0,Sunday
5357,SEA/TCA WA CP-0024,2011-01-16,LUNCH,11AM -  2PM,773.59,117,Sunday
5357,SEA/TCA WA CP-0024,2011-01-16,MORNING,Open - 11AM,697.35,128,Sunday
5357,SEA/TCA WA CP-0024,2011-01-16,REGULAR MENU,10:30AM (11AM weekend) - Close,1975.49,308,Sunday
5357,SEA/TCA WA CP-0024,2011-01-16,TOTAL DAY,All hours,2672.84,436,Sunday
5357,SEA/TCA WA CP-0024,2011-01-17,AFTER 4PM,4PM - Close,823.09,148,Monday
5357,SEA/TCA WA CP-0024,2011-01-17,AFTERNOON,2PM - 4PM,723.48,122,Monday
5357,SEA/TCA WA CP-0024,2011-01-17,BREAKFAST,Open - 10:30AM (11AM weekend),1115.04,253,Monday
5357,SEA/TCA WA CP-0024,2011-01-17,DINNER,4PM - 9PM,669.29,115,Monday
5357,SEA/TCA WA CP-0024,2011-01-17,EVENING,9PM - Close,153.8,33,Monday
5357,SEA/TCA WA CP-0024,2011-01-17,LATE NIGHT,11PM - 5AM,0.0,0,Monday
5357,SEA/TCA WA CP-0024,2011-01-17,LUNCH,11AM -  2PM,1445.61,273,Monday
5357,SEA/TCA WA CP-0024,2011-01-17,MORNING,Open - 11AM,1255.72,285,Monday
5357,SEA/TCA WA CP-0024,2011-01-17,REGULAR MENU,10:30AM (11AM weekend) - Close,3132.86,575,Monday
5357,SEA/TCA WA CP-0024,2011-01-17,TOTAL DAY,All hours,4247.9,828,Monday
5357,SEA/TCA WA CP-0024,2011-01-18,AFTER 4PM,4PM - Close,1133.88,211,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-18,AFTERNOON,2PM - 4PM,516.65,114,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-18,BREAKFAST,Open - 10:30AM (11AM weekend),1270.54,326,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-18,DINNER,4PM - 9PM,974.84,184,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-18,EVENING,9PM - Close,159.04,27,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-18,LATE NIGHT,11PM - 5AM,0.0,0,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-18,LUNCH,11AM -  2PM,1720.07,345,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-18,MORNING,Open - 11AM,1439.49,358,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-18,REGULAR MENU,10:30AM (11AM weekend) - Close,3539.55,702,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-18,TOTAL DAY,All hours,4810.09,1028,Tuesday
5357,SEA/TCA WA CP-0024,2011-01-19,AFTER 4PM,4PM - Close,1078.29,190,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-19,AFTERNOON,2PM - 4PM,557.47,114,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-19,BREAKFAST,Open - 10:30AM (11AM weekend),1455.62,353,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-19,DINNER,4PM - 9PM,815.99,147,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-19,EVENING,9PM - Close,262.3,43,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-19,LATE NIGHT,11PM - 5AM,0.0,0,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-19,LUNCH,11AM -  2PM,1787.27,329,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-19,MORNING,Open - 11AM,1577.71,377,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-19,REGULAR MENU,10:30AM (11AM weekend) - Close,3545.12,657,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-19,TOTAL DAY,All hours,5000.74,1010,Wednesday
5357,SEA/TCA WA CP-0024,2011-01-20,AFTER 4PM,4PM - Close,1228.48,218,Thursday
5357,SEA/TCA WA CP-0024,2011-01-20,AFTERNOON,2PM - 4PM,585.6,121,Thursday
5357,SEA/TCA WA CP-0024,2011-01-20,BREAKFAST,Open - 10:30AM (11AM weekend),1546.63,371,Thursday
5357,SEA/TCA WA CP-0024,2011-01-20,DINNER,4PM - 9PM,996.37,172,Thursday
5357,SEA/TCA WA CP-0024,2011-01-20,EVENING,9PM - Close,232.11,46,Thursday
5357,SEA/TCA WA CP-0024,2011-01-20,LATE NIGHT,11PM - 5AM,0.0,0,Thursday
5357,SEA/TCA WA CP-0024,2011-01-20,LUNCH,11AM -  2PM,1846.71,340,Thursday
5357,SEA/TCA WA CP-0024,2011-01-20,MORNING,Open - 11AM,1679.74,397,Thursday
5357,SEA/TCA WA CP-0024,2011-01-20,REGULAR MENU,10:30AM (11AM weekend) - Close,3793.9,705,Thursday
5357,SEA/TCA WA CP-0024,2011-01-20,TOTAL DAY,All hours,5340.53,1076,Thursday
5357,SEA/TCA WA CP-0024,2011-01-21,AFTER 4PM,4PM - Close,1346.04,215,Friday
5357,SEA/TCA WA CP-0024,2011-01-21,AFTERNOON,2PM - 4PM,620.4,125,Friday
5357,SEA/TCA WA CP-0024,2011-01-21,BREAKFAST,Open - 10:30AM (11AM weekend),1711.69,382,Friday
5357,SEA/TCA WA CP-0024,2011-01-21,DINNER,4PM - 9PM,982.81,163,Friday
5357,SEA/TCA WA CP-0024,2011-01-21,EVENING,9PM - Close,363.23,52,Friday
